2019-10-15 00:00:00|4.6|759.1
2019-10-14 21:00:00|5.6|756.2
2019-10-14 18:00:00|5.8|754.6
2019-10-14 15:00:00|6.5|754.8
2019-10-14 12:00:00|6.7|757.1
2019-10-14 09:00:00|6|758.4
2019-10-14 06:00:00|3.9|759.4
2019-10-14 03:00:00|5.4|759.5
2019-10-14 00:00:00|7.5|757.9
2019-10-13 21:00:00|9.6|755.5
2019-10-13 18:00:00|10.1|753.6
2019-10-13 15:00:00|11.3|751.9
2019-10-13 12:00:00|10.2|750.7
2019-10-13 09:00:00|8.9|749.6
2019-10-13 06:00:00|8.7|748.9
2019-10-13 03:00:00|8.6|748.2
2019-10-13 00:00:00|8.4|746.8
2019-10-12 21:00:00|9.2|744.1
2019-10-12 18:00:00|9.8|741.7
2019-10-12 15:00:00|10.7|740.3
2019-10-12 12:00:00|10.5|739.4
2019-10-12 09:00:00|9.8|741.9
2019-10-12 06:00:00|10.1|746.1
2019-10-12 03:00:00|9.8|748.4
2019-10-12 00:00:00|9.9|749.9
2019-10-11 21:00:00|10.4|750.7
2019-10-11 18:00:00|10.8|751.4
2019-10-11 15:00:00|10.5|751.8
2019-10-11 12:00:00|9.7|751.9
2019-10-11 09:00:00|8.4|751.8
2019-10-11 06:00:00|7.1|751.7
2019-10-11 03:00:00|7.7|751.3
2019-10-11 00:00:00|7.5|751.2
2019-10-10 21:00:00|7.8|751
2019-10-10 18:00:00|7.9|750.8
2019-10-10 15:00:00|7.9|751
2019-10-10 12:00:00|6.7|751.6
2019-10-10 09:00:00|5.7|752.1
2019-10-10 06:00:00|5.3|752.4
2019-10-10 03:00:00|5.7|753.1
2019-10-10 00:00:00|5.8|753.2
2019-10-09 21:00:00|5.7|752.7
2019-10-09 18:00:00|6.3|751.7
2019-10-09 15:00:00|6.7|751
2019-10-09 12:00:00|6.1|750.7
2019-10-09 09:00:00|5.4|750.6
2019-10-09 06:00:00|5.3|750.5
2019-10-09 03:00:00|5.2|751
2019-10-09 00:00:00|4.6|751.7
2019-10-08 21:00:00|4.8|752.5
2019-10-08 18:00:00|5.7|753.2
2019-10-08 15:00:00|6.2|754
2019-10-08 12:00:00|5|754.6
2019-10-08 09:00:00|1.7|754.8
2019-10-08 06:00:00|0.3|755.5
2019-10-08 03:00:00|2.6|756.2
2019-10-08 00:00:00|2.7|757.1
2019-10-07 21:00:00|2.7|758.2
2019-10-07 18:00:00|3.2|758.9
2019-10-07 15:00:00|4.2|759.1
2019-10-07 12:00:00|4.7|759.5
2019-10-07 09:00:00|2.2|759.7
2019-10-07 06:00:00|0.8|760
2019-10-07 03:00:00|1.7|760.3
2019-10-07 00:00:00|2.8|760.9
2019-10-06 21:00:00|3.4|761.8
2019-10-06 18:00:00|3.9|762.3
2019-10-06 15:00:00|4.5|762.9
2019-10-06 12:00:00|4|763.5
2019-10-06 09:00:00|0|763.7
2019-10-06 06:00:00|-1.7|763.6
2019-10-06 03:00:00|-0.9|763.6
2019-10-06 00:00:00|0.3|763.5
2019-10-05 21:00:00|1.2|762.7
2019-10-05 18:00:00|3.2|761.6
2019-10-05 15:00:00|3.8|760.5
2019-10-05 12:00:00|3.5|759.6
2019-10-05 09:00:00|2.4|758.3
2019-10-05 06:00:00|1.4|757.2
2019-10-05 03:00:00|1.7|756.5
2019-10-05 00:00:00|1.8|755.8
2019-10-04 21:00:00|1.6|755.2
2019-10-04 18:00:00|3.2|754.6
2019-10-04 15:00:00|4.7|753.7
2019-10-04 12:00:00|4.4|753
2019-10-04 09:00:00|3.1|752.7
2019-10-04 06:00:00|3.2|752.8
2019-10-04 03:00:00|3.6|753.3
2019-10-04 00:00:00|4.2|754.2
2019-10-03 21:00:00|4.6|754.9
2019-10-03 18:00:00|5.5|755.4
2019-10-03 15:00:00|5.8|756.1
2019-10-03 12:00:00|6|756.2
2019-10-03 09:00:00|5.6|756.1
2019-10-03 06:00:00|5.6|755.9
2019-10-03 03:00:00|4.7|755.5
2019-10-03 00:00:00|5.5|754.4
2019-10-02 21:00:00|6.1|752.3
2019-10-02 18:00:00|8|749.2
2019-10-02 15:00:00|8.8|745.7
2019-10-02 12:00:00|10.2|743.3
2019-10-02 09:00:00|7.7|742.6
